17:48:49.910 [main] INFO  biblio.service.impl.BibliothequeImpl - getLivreRepository appelé avec en paramètres : []
17:48:49.911 [main] INFO  biblio.service.impl.BibliothequeImpl - getAdherentRepository appelé avec en paramètres : []
17:48:49.912 [main] INFO  biblio.service.impl.BibliothequeImpl - getEmpruntRepository appelé avec en paramètres : []
17:48:49.950 [main] INFO  biblio.service.impl.BibliothequeImpl - retirerLivre appelé avec en paramètres : [1]
17:48:50.017 [main] INFO  biblio.service.impl.BibliothequeImpl - retirerLivre appelé avec en paramètres : [2]
17:48:50.029 [main] INFO  biblio.service.impl.BibliothequeImpl - retirerLivre appelé avec en paramètres : [3]
17:48:50.151 [main] INFO  biblio.service.impl.BibliothequeImpl - getLivreRepository appelé avec en paramètres : []
17:48:50.151 [main] INFO  biblio.service.impl.BibliothequeImpl - getAdherentRepository appelé avec en paramètres : []
17:48:50.151 [main] INFO  biblio.service.impl.BibliothequeImpl - getEmpruntRepository appelé avec en paramètres : []
17:48:50.152 [main] INFO  biblio.service.impl.BibliothequeImpl - ajouterAdherent appelé avec en paramètres : [nom=Durant2 prenom=Pascal tel=0240563412 email=pascal.durant@free.fr]
17:48:50.170 [main] INFO  biblio.service.impl.BibliothequeImpl - ajouterAdherent appelé avec en paramètres : [nom=Martin2 prenom=Jean tel=0240992345 email=jean.martin@laposte.fr]
17:48:50.176 [main] INFO  biblio.service.impl.BibliothequeImpl - ajouterLivre appelé avec en paramètres : [id=null titre=L'�tranger auteur=Albert Camus anneeParution=1942]
17:48:50.182 [main] INFO  biblio.service.impl.BibliothequeImpl - ajouterLivre appelé avec en paramètres : [id=null titre=Tintin au Tibet auteur=Herg� anneeParution=1952]
17:48:50.190 [main] INFO  biblio.service.impl.BibliothequeImpl - ajouterLivre appelé avec en paramètres : [id=null titre=L'�tranger auteur=Albert Camus anneeParution=1942]
17:48:50.204 [main] INFO  biblio.service.impl.BibliothequeImpl - emprunterLivre appelé avec en paramètres : [6, 4]
17:48:50.216 [main] INFO  biblio.service.impl.BibliothequeImpl - emprunterLivre appelé avec en paramètres : [6, 5]
17:48:50.236 [main] INFO  biblio.service.impl.BibliothequeImpl - emprunterLivre appelé avec en paramètres : [7, 4]
17:48:50.242 [main] INFO  biblio.service.impl.BibliothequeImpl - emprunterLivre appelé avec en paramètres : [8, 4]
17:48:50.258 [main] INFO  biblio.service.impl.BibliothequeImpl - emprunterLivre appelé avec en paramètres : [9, 4]
17:48:50.266 [main] INFO  biblio.service.impl.BibliothequeImpl - emprunterLivre appelé avec en paramètres : [10, 4]
17:48:50.274 [main] INFO  biblio.service.impl.BibliothequeImpl - emprunterLivre appelé avec en paramètres : [11, 4]
17:48:50.279 [main] INFO  biblio.service.impl.BibliothequeImpl - retirerLivre appelé avec en paramètres : [6]
